t1_name,t1_redshift,t1_radeg,t1_decdeg,t1_japermag3,t1_japermag3err,ls_id,dec,ra,elat,elon,glat,glon,mjd_max,mjd_min,ref_id,brickid,blob_nea_g,blob_nea_r,blob_nea_z,bx,by,dchisq_1,dchisq_2,dchisq_3,dchisq_4,dchisq_5,dec_ivar,dered_flux_g,dered_flux_r,dered_flux_w1,dered_flux_w2,dered_flux_w3,dered_flux_w4,dered_flux_z,dered_mag_g,dered_mag_r,dered_mag_w1,dered_mag_w2,dered_mag_w3,dered_mag_w4,dered_mag_z,ebv,fiberflux_g,fiberflux_r,fiberflux_z,fibertotflux_g,fibertotflux_r,fibertotflux_z,flux_g,flux_ivar_g,flux_ivar_r,flux_ivar_w1,flux_ivar_w2,flux_ivar_w3,flux_ivar_w4,flux_ivar_z,flux_r,flux_w1,flux_w2,flux_w3,flux_w4,flux_z,fracflux_g,fracflux_r,fracflux_w1,fracflux_w2,fracflux_w3,fracflux_w4,fracflux_z,fracin_g,fracin_r,fracin_z,fracmasked_g,fracmasked_r,fracmasked_z,gaia_a_g_val,gaia_astrometric_excess_noise,gaia_astrometric_excess_noise_sig,gaia_astrometric_sigma5d_max,gaia_astrometric_weight_al,gaia_e_bp_min_rp_val,gaia_phot_bp_mean_flux_over_error,gaia_phot_bp_mean_mag,gaia_phot_bp_rp_excess_factor,gaia_phot_g_mean_flux_over_error,gaia_phot_g_mean_mag,gaia_phot_rp_mean_flux_over_error,gaia_phot_rp_mean_mag,galdepth_g,galdepth_r,galdepth_z,g_r,htm9,mag_g,mag_r,mag_w1,mag_w2,mag_w3,mag_w4,mag_z,mw_transmission_g,mw_transmission_r,mw_transmission_w1,mw_transmission_w2,mw_transmission_w3,mw_transmission_w4,mw_transmission_z,nea_g,nea_r,nea_z,nest4096,objid,parallax_ivar,parallax,pmdec_ivar,pmdec,pmra_ivar,pmra,psfdepth_g,psfdepth_r,psfdepth_w1,psfdepth_w2,psfdepth_w3,psfdepth_w4,psfdepth_z,psfsize_g,psfsize_r,psfsize_z,ra_ivar,random_id,rchisq_g,rchisq_r,rchisq_w1,rchisq_w2,rchisq_w3,rchisq_w4,rchisq_z,ref_epoch,ring256,r_z,sersic_ivar,sersic,shape_e1_ivar,shape_e1,shape_e2_ivar,shape_e2,shape_r_ivar,shape_r,snr_g,snr_r,snr_w1,snr_w2,snr_w3,snr_w4,snr_z,w1_w2,w2_w3,w3_w4,wise_x,wise_y,z_w1,allmask_g,allmask_r,allmask_z,anymask_g,anymask_r,anymask_z,brick_primary,fitbits,gaia_astrometric_n_good_obs_al,gaia_astrometric_n_obs_al,gaia_astrometric_params_solved,gaia_duplicated_source,gaia_phot_bp_n_obs,gaia_phot_g_n_obs,gaia_phot_rp_n_obs,gaia_phot_variable_flag,maskbits,nobs_g,nobs_r,nobs_w1,nobs_w2,nobs_w3,nobs_w4,nobs_z,release,wisemask_w1,wisemask_w2,brickname,ref_cat,type,wise_coadd_id,dist_arcsec
J020625.26+264023.6      ,L    ,31.60525,26.67322222,17.65,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J020823.82+273738.7      ,L    ,32.09925,27.62741667,15.714,0.06,9906631512887159,27.627251453976974,32.09965833838835,13.778950393810543,39.39602833357307,-32.21004819039759,143.1175153194065,58425.207913160746,56882.42220116259,107405621561855488,484415,10.465555,9.583729,5.883282,853.41235,113.17371,29463.197,41264.527,44193.164,46777.3,47909.934,5.654852e+11,-0.031718,1.300254,405.41968,304.63507,436.4882,-19321.885,39.51518,NaN,22.21493,15.980238,16.29055,15.900068,NaN,18.508091,0.046944,0,0.499903,15.831989,0,0.671732,23.337696,-0.027603,904.5028,253.0725,0.745702,0.296043,0.000952,1.3e-05,33.480186,1.184063,402.20715,303.15033,436.0336,-19314.283,37.499413,-1.528077,0.41964,0.021376,0.034567,0.822276,1.037143,0.580147,0.996534,0.995545,0.994116,0.005477,0.005498,0.219468,NaN,12.045962,13.012581,74.65966,0.004925,NaN,NaN,NaN,NaN,47.667454,21.144756,NaN,NaN,1143.4761,338.385,49.586315,NaN,4186935,NaN,22.316563,15.988875,16.295855,15.9012,NaN,18.56494,0.87026,0.91064,0.992076,0.995126,0.998959,0.999607,0.948988,10.464874,9.583088,8.582325,3125915,3959,0,0,0,0,0,0,1755.8083,565.1288,3.873904,0.674155,0.001104,1.6e-05,86.51964,1.540501,1.405831,1.275251,1.5523799e+11,26.471762,1.139323,1.689227,6.322171,1.613297,0.34916,0.097837,82.50881,2015.5,210523,3.751623,1258.9672,0.5,14620.83,-0.322572,11480.211,-0.551394,20802.898,1.055917,-0.830167,18.83638,347.3222,164.94368,13.454036,-69.21468,216.97934,-0.306979,0.394654,NaN,81.76392,11.287704,2.576064,0,0,0,0,0,2048,1,136,44,44,3,0,0,45,0,0,0,3,3,176,173,16,16,4,9010,0,0,0320p277,G2,SER,0321p272,1.431793686724648
J030136.57+002057.0      ,L    ,45.402375,0.349166667,16.882,0.19,9906621523497092,0.3490823911822958,45.40248366986031,-16.119686832082973,43.04288440279909,-48.37058437186369,177.00306454226512,58404.17287813074,56619.23493234259,0,331989,5.036808,3.34033,2.264408,1421.8682,3160.9395,82143.17,82560.8,82770.43,82755.164,0,4.1814306e+12,0.044503,0.611407,46.04789,32.256252,-226.32463,-2430.909,24.606474,25.879026,23.034174,18.341976,18.728466,NaN,NaN,19.022377,0.104045,0.025477,0.387026,17.067228,0.033005,0.392521,17.428465,0.032706,2551.59,1639.1985,2.325223,0.598821,0.001549,1.3e-05,170.25697,0.496852,45.243065,31.908846,-225.80254,-2428.79,21.910381,0.395935,0.015518,0.130917,0.150328,0.977432,0.980787,0.015661,0.992515,0.993148,0.993712,0.011193,0.009451,0.012071,0,0,0,0,0,0,0,0,0,0,0,0,0,1584.7979,928.27167,117.91562,2.953997,3964941,26.213428,23.259432,18.36112,18.740223,NaN,NaN,19.148375,0.734919,0.812638,0.982522,0.98923,0.997693,0.999128,0.890432,5.036501,3.340204,2.264309,1041,4228,0,0,0,0,0,0,2543.4607,1735.2969,4.243813,0.742569,0.001512,1.3e-05,255.90402,1.489309,1.212346,1.006018,3.8727592e+12,20.38199,1.131226,1.227157,0.895266,0.444855,0.457273,0.09649,93.45457,0,389761,4.111057,0,0,0,0,0,0,0,0,1.652093,20.116074,68.989716,24.69218,-8.88614,-8.88648,285.89224,-0.379103,NaN,NaN,135.89615,301.5207,0.787254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,195,175,25,16,4,9010,0,0,0453p002,"",PSF,0453p000,0.4950636639516581
J003519.14+280715.5      ,M    ,8.82975,28.12097222,13.015,0.017,9906631591134355,28.120927081111102,8.830007203667453,22.24626106121453,19.6798756863748,-34.61562594094016,118.61318045782575,58424.11559324075,56880.404123452594,2857599148286199680,485609,7.486212,5.059218,0,2661.0242,3461.348,3.3347042e+06,0,0,0,0,6.31304e+15,68.431526,259.22488,1315.8503,855.4944,247.33649,767.66754,1688.065,17.91186,16.465809,14.701983,15.169457,16.516779,15.287067,14.431527,0.050144,24.848402,98.80052,672.3672,24.848402,98.80052,672.3672,58.991783,250.22118,37.8965,0.309607,0.170294,0.001356,1.7e-05,0.215846,234.5591,1304.7158,851.0414,247.06136,767.345,1596.245,5e-06,7e-05,0.00341,0.003308,0.163603,0.563455,0,0.999984,0.750405,1,6e-06,0,0.903913,0.314,0.33835,7.898265,0.135073,4.146027,0.1887,104.23085,17.759052,1.51519,1331.3727,16.06997,518.68726,14.809309,1002.3016,296.1079,0,1.498652,4109034,18.07302,16.57437,14.71121,15.175123,16.517988,15.287523,14.492251,0.862056,0.904848,0.991538,0.994795,0.998888,0.99958,0.945606,7.485886,5.060823,4.975809,83167081,1171,143.852,10.060848,97.83791,-66.293884,51.900394,141.58237,1418.1582,467.1707,4.701421,0.870987,0.001499,1.9e-05,0,1.809858,1.484414,1.473077,2.6497514e+15,52.95262,18.63515,28.389439,30.941998,4.443245,0.715099,0.101104,0.750259,2015.5,207385,2.082118,0,0,0,0,0,0,0,0,933.1545,1443.949,725.97437,351.19653,9.099252,3.146532,741.60394,-0.463913,-1.342865,1.230465,254.97656,168.28568,-0.218959,0,0,2,0,0,2,1,4290,227,227,31,0,25,227,26,0,2192,4,3,209,207,19,19,5,9010,0,0,0089p280,G2,PSF,0085p287,0.8326418778563213
J004324.51+280543.7      ,M    ,10.852125,28.09547222,15.217,0.053,9906631591593939,28.095338689247665,10.852195064653333,21.469877707466214,21.410347600839003,-34.74281035659422,120.7769165036085,58424.100303990745,56880.4265444726,2809784922351470592,485616,5.739085,6.327464,5.756068,2125.8777,3109.5347,1.009517e+06,1.00951625e+06,1.00951694e+06,1.00951694e+06,0,3.109405e+14,1.759137,8.997865,207.4551,139.38185,-4.678062,-975.7244,173.2102,21.886751,20.11465,16.70769,17.139484,NaN,NaN,16.903566,0.050191,1.013242,5.440179,109.44607,1.013242,5.440179,109.44607,1.51626,1462.3591,292.51135,1.226986,0.451009,0.001288,1.7e-05,36.789387,8.140925,205.69797,138.65565,-4.672853,-975.3141,163.77997,0.000231,0.000124,0.012949,0.012439,3.830413,0.896088,0.000207,0.999399,0.999102,0.998278,0.001292,0.001879,0.15509,NaN,1.42788,6.523611,0.607572,0.18147,NaN,8.531063,21.172895,1.780228,335.92548,19.083012,128.91779,17.597656,1218.3661,296.0267,53.06447,1.824749,4109079,22.048065,20.223316,16.716925,17.145157,NaN,NaN,16.964348,0.861934,0.904762,0.99153,0.99479,0.998887,0.999579,0.945556,5.738985,6.327336,6.145096,81775504,2003,7.83806,7.408883,4.477201,-78.21192,2.428557,11.568624,1815.4568,439.8941,4.502771,0.817362,0.001345,1.7e-05,81.279305,1.59314,1.681851,1.650861,1.4930294e+14,34.794846,1.402222,2.168782,1.840709,1.218738,0.922117,0.156656,2.669268,2015.5,207391,3.258968,0,0,0,0,0,0,0,0,57.982994,139.23395,227.8504,93.11722,-0.167685,-4.037025,993.3952,-0.428232,NaN,NaN,204.29156,135.99278,0.247423,0,0,0,0,0,2048,1,128,250,251,31,0,19,248,25,0,0,3,3,186,185,18,19,4,9010,0,0,0108p280,G2,PSF,0102p287,0.5297110978587366
J004446.85+280741.8      ,M    ,11.19520833,28.12827778,13.533,0.018,9906631675153141,28.128240629415735,11.19527177836772,21.37283091421607,21.720258645864593,-34.72042602907448,121.14629138235871,58424.100303990745,56880.4265444726,2809794031977692672,486891,6.305122,8.239171,2.471429,1818.6292,126.46809,9.274631e+06,0,0,0,0,6.8676844e+15,123.79306,450.23917,803.87573,489.60477,142.82782,312.4461,1365.5278,17.26826,15.866392,15.237028,15.775386,17.112968,16.263062,14.661749,0.056988,79.46303,305.3686,973.7072,79.46303,305.3686,973.7072,104.57605,91.67177,19.223106,0.467272,0.245693,0.001281,1.8e-05,3.451828,401.87546,796.1494,486.70944,142.64726,312.2969,1281.4318,0,0,0.000589,0.000616,0.06316,0.849487,0,0.666845,0.667007,1,0.000168,3e-06,0.588497,0.101,0.261233,5.471988,0.133645,5.963083,0.054,248.18481,17.029074,1.376649,1635.2709,15.907663,523.72894,14.862401,720.8733,188.8548,24.772654,1.461649,4109104,17.45142,15.989771,15.247514,15.781826,17.114342,16.26358,14.730762,0.844765,0.892582,0.990389,0.994086,0.998736,0.999522,0.938415,6.30463,8.237333,5.957558,81775769,2805,146.34473,4.702414,105.54913,-4.240287,53.49867,30.759907,1032.7041,255.6795,4.399043,0.807958,0.001218,1.6e-05,38.976337,1.681802,1.91716,1.619918,3.0515474e+15,86.53548,15.217119,13.029467,13.554862,1.741454,0.73764,0.105676,31.741093,2015.5,207392,1.259009,0,0,0,0,0,0,0,0,1001.26733,1761.9893,544.2263,241.24931,5.104997,1.321094,2380.7844,-0.534312,-1.332516,0.850761,174.6848,13.613254,-0.516752,0,0,0,0,0,2,1,4290,209,209,31,0,23,206,21,0,2064,2,2,193,193,19,20,5,9010,0,0,0111p282,G2,PSF,0120p287,0.24179304095983342
J004605.87+280841.3      ,M    ,11.52445833,28.14480556,14.544,0.029,9906631675219090,28.14489581746947,11.524417426222492,21.266448661264686,22.01069828623021,-34.71200201717576,121.49983238959548,58427.02725976074,56880.4265444726,2809750871850777984,486892,4.836991,4.455055,5.787316,1265.1644,355.41577,4.8318955e+06,0,0,0,0,2.0959239e+15,14.200296,56.19737,328.1122,220.41539,79.097824,539.547,435.63504,19.619257,18.12571,16.209944,16.641895,17.75459,15.669927,15.902193,0.058689,9.204225,38.550655,314.65482,9.204225,38.550655,314.65482,11.935663,695.05145,133.4071,0.904724,0.373606,0.001405,1.8e-05,26.427258,49.990917,324.86496,219.07315,78.99485,539.2817,408.03156,5.2e-05,4.2e-05,0.031418,0.027119,0.304757,1.113022,9.2e-05,1,1,1,0.000337,0.000456,0.001962,NaN,0.347916,2.475278,0.217285,1.328928,NaN,40.103542,19.409937,1.537597,955.68835,17.657047,316.60675,16.371738,1238.2821,358.1588,61.010376,1.555113,4109101,19.807884,18.252771,16.220743,16.648527,17.756002,15.670461,15.973266,0.840522,0.88956,0.990103,0.99391,0.998698,0.999508,0.936636,4.836903,4.454974,5.787217,81774513,3218,58.070087,6.120135,28.255602,-7.724968,22.056974,-15.517654,1928.9423,586.98914,4.441949,0.807421,0.001351,1.7e-05,93.963264,1.469956,1.405928,1.595809,1.1490911e+15,62.04748,5.55521,5.420835,7.842408,2.241213,0.625729,0.117352,6.607683,2015.5,207393,2.279506,0,0,0,0,0,0,0,0,314.66977,577.405,309.0017,133.90472,2.961389,2.295943,2097.5862,-0.427784,-1.107475,2.085542,121.54938,34.417465,-0.247478,0,0,0,0,0,0,1,4224,353,354,31,0,36,352,37,0,0,3,3,190,192,20,20,5,9010,0,0,0114p282,G2,PSF,0120p287,0.34990918083863976
J011749.92+280245.3      ,M    ,19.458,28.04591667,14.42,0.026,9906631593562363,28.04585552446388,19.458077062553006,18.3266211922682,28.76189986213528,-34.46350898786733,129.99768506889987,58427.11992103073,56882.3902701526,308583749426672000,485646,5.27124,5.247102,3.773231,565.95715,2430.0908,4.9754245e+06,0,0,0,0,1.5265938e+15,25.623106,94.74547,349.68896,220.9183,26.794138,-545.079,509.80682,18.97842,17.558603,16.140795,16.639421,18.929901,NaN,15.731486,0.059655,16.504988,64.65065,366.59308,16.504988,64.65065,366.59308,21.475334,421.2755,85.58648,0.880726,0.382127,0.001626,2.1e-05,18.352774,84.11968,346.17154,219.55095,26.758682,-544.8065,476.9897,4e-06,2e-06,0.00462,0.00448,0.80637,0.63629,3e-06,0.999908,0.99986,0.999701,0.000846,0.00169,0.348067,NaN,0.362263,2.256701,0.231765,1.683002,NaN,37.00714,18.841385,1.473201,839.1741,17.31895,267.48428,16.113676,1039.8044,274.53525,48.782207,1.482395,4107950,19.17015,17.687756,16.151772,16.646162,18.931337,NaN,15.803727,0.838124,0.887849,0.989941,0.993811,0.998677,0.9995,0.935628,5.271151,5.247011,6.101739,8980969,4347,75.31637,4.541863,30.35875,-12.016724,17.893791,21.583544,1595.4824,428.3352,4.389645,0.804389,0.001553,2e-05,69.169106,1.516477,1.521598,1.642401,1.08237726e+15,39.59533,5.822104,8.150477,7.731048,1.911233,0.637604,0.143754,5.672128,2015.5,208439,1.884028,0,0,0,0,0,0,0,0,440.7812,778.21606,324.8717,135.71861,1.079026,-2.508708,2043.4304,-0.49439,-2.285175,NaN,55.179848,71.401,-0.348044,0,0,0,0,0,2,1,4224,151,151,31,0,15,151,16,0,16,3,3,197,196,24,24,4,9010,0,0,0193p280,G2,PSF,0188p287,0.3292489211137658
J011908.43+280910.9      ,M    ,19.785125,28.15302778,14.817,0.036,9906631677120445,28.15301969809761,19.785443283001836,18.311110155441845,29.085954226112452,-34.32053902671322,130.32831448059207,58427.19972389074,56882.3902701526,308606014536691712,486921,5.311125,4.239674,4.075999,773.9062,467.30246,3.467879e+06,3.467876e+06,3.4678968e+06,3.467896e+06,0,1.8580114e+14,1.534125,8.188575,305.1406,207.85672,62.814747,-1156.6587,237.4574,22.035349,20.21698,16.28875,16.70559,18.004847,NaN,16.561035,0.051724,0.481172,2.699921,81.93437,0.481172,2.699921,81.93437,1.31633,2357.8672,552.60364,0.965717,0.393446,0.001613,2.1e-05,68.34858,7.386107,302.47754,206.74078,62.742672,-1156.1573,224.14587,0.000483,0.000159,0.004698,0.009692,1.034795,0.74169,7e-06,1,1,1,0.001474,0.002255,0.002515,NaN,0.83864,1.97486,0.9879,0.285381,NaN,NaN,NaN,NaN,227.40138,18.828466,NaN,NaN,1835.0922,519.52264,108.43505,1.872627,4107946,22.201588,20.32896,16.298267,16.711435,18.006092,NaN,16.623672,0.858033,0.902002,0.991273,0.994631,0.998853,0.999567,0.943941,5.311028,4.239603,4.075914,8981617,4029,10.138231,13.63093,3.882274,58.072227,0.946796,163.016,2811.3376,874.2226,4.407199,0.805288,0.001565,2e-05,188.55464,1.527716,1.365242,1.335222,6.047884e+13,66.506325,1.41974,2.331604,4.331186,0.565372,0.559678,0.122857,19.099638,2015.5,207416,3.705288,0,0,0,0,0,0,0,0,63.91819,173.62909,297.24744,129.6787,2.520138,-5.319527,1853.0857,-0.413168,-1.294657,NaN,75.830246,44.92116,0.325405,0,0,0,0,0,0,1,128,124,124,31,0,0,122,0,0,0,5,5,196,196,24,24,6,9010,0,0,0197p282,G2,PSF,0205p287,1.0106765368532327
J012559.40+280640.4      ,M    ,21.4975,28.11122222,14.767,0.035,9906631594082696,28.111178219821607,21.497556055658183,17.681685677384536,30.529615328284283,-34.14186466169783,132.1423906738223,58434.16718728074,56882.39226919259,296598862230615424,485654,8.50364,7.620333,5.545106,3246.561,3327.852,5.6857e+06,0,0,0,0,1.7012622e+15,56.030758,191.34804,253.14517,140.66966,4.771666,-740.02856,442.77045,18.128933,16.79544,16.491575,17.1295,20.803326,NaN,15.884554,0.091722,33.186474,123.835526,310.59967,33.186474,123.835526,310.59967,42.70794,293.8741,64.2298,1.086868,0.457989,0.00162,2.1e-05,22.022196,159.36491,249.24068,139.33319,4.761961,-739.45984,399.7132,0.000533,0.000219,0.012401,0.013169,2.42167,0.803509,4.7e-05,0.803776,0.999838,0.885189,0.17002,0.187881,0.178352,1.009,0.230197,1.146583,0.187932,2.555954,0.4842,61.894676,18.051378,1.337625,871.4989,17.049679,188.15692,16.074198,1163.3247,425.57962,60.23254,1.42971,4104684,18.423729,16.994019,16.508453,17.139864,20.805536,NaN,15.995628,0.762223,0.832854,0.984576,0.990499,0.997966,0.999232,0.902755,8.404038,7.620214,4.558904,8632163,392,89.93601,1.556346,31.031755,-4.344451,32.02377,-0.034255,1654.1116,635.6059,4.475698,0.82,0.001614,2.1e-05,101.41636,1.914372,1.812529,1.487901,1.7803948e+15,47.683666,3.850866,3.974367,7.295602,1.132001,0.622205,0.12298,37.624245,2015.5,207421,0.99839,0,0,0,0,0,0,0,0,732.13184,1277.206,259.84073,94.29355,0.191671,-3.428564,1875.7666,-0.631411,-3.665672,NaN,308.7068,158.14964,-0.512825,0,0,0,0,0,0,1,4224,131,132,31,0,12,131,13,0,0,4,4,197,194,24,25,4,9010,0,0,0216p280,G2,PSF,0222p287,0.23827077744797864
J012739.04+280552.3      ,M    ,21.91266667,28.09786111,14.044,0.027,9906631594150633,28.09756615376634,21.912502223436782,17.527220401366108,30.878042439893875,-34.09478367103731,132.5811432073024,58427.14889061075,56882.39226919259,296958917931747200,485655,5.497079,6.78682,4.049754,1642.2505,3140.1133,1.9826689e+06,1.9811781e+06,1.9811851e+06,1.9811854e+06,0,1.5197547e+14,0.944397,8.136084,855.8353,607.18835,149.43437,374.09308,359.88068,22.562115,20.22396,15.169024,15.541692,17.063873,16.06755,16.109604,0.079652,0.2225,2.070207,98.209145,0.222516,2.070236,98.20919,0.746026,1089.6562,406.2504,0.444419,0.212172,0.001478,2e-05,18.100924,6.941237,844.36035,602.1756,149.17041,373.8434,329.2874,6.4e-05,5.4e-05,0.004291,0.00306,0.210921,1.818256,1e-06,0.667756,0.999281,0.749878,0.003484,0.100824,0.284907,NaN,1.630929,8.821564,0.668987,0.200034,NaN,NaN,NaN,NaN,257.25677,18.683786,NaN,NaN,785.015,419.4732,34.11347,2.421707,4104690,22.818115,20.396408,15.183681,15.550693,17.065794,16.068275,16.206062,0.78995,0.853142,0.986592,0.991744,0.998234,0.999333,0.914991,5.505613,6.786627,5.058804,8642642,2793,6.820148,29.643097,2.580924,-135.5032,1.916698,-125.187805,1242.5762,645.0443,4.513553,0.821075,0.001548,2e-05,64.310844,1.558743,1.729417,1.494469,1.0801723e+14,21.146988,0.901699,1.758129,19.253084,5.679815,0.647942,0.108235,10.805467,2015.5,207422,4.190346,0,0,0,0,0,0,0,0,24.626276,139.90517,562.8911,277.37473,5.734839,1.680048,1400.9592,-0.367012,-1.515101,0.997519,156.57335,138.03893,1.022382,0,0,0,0,0,2048,1,128,119,119,31,0,0,120,0,0,0,2,4,201,195,22,23,3,9010,0,0,0218p280,G2,PSF,0222p287,1.1833177139492077
J013825.39+280943.7      ,M    ,24.60579167,28.16213889,14.79,0.035,9906631678234341,28.161891652098145,24.606213558489344,16.678430889947474,33.200381507959314,-33.572279613415844,135.37205302929095,58403.22907451073,56882.39828216259,302029556318359040,486938,6.518538,3.060078,5.247719,751.3065,589.2236,3.1654992e+06,0,0,0,0,7.084296e+14,13.032311,49.32279,246.02762,168.57953,24.115316,325.19864,385.46997,19.712446,18.267382,16.522541,16.932987,19.044268,16.219627,16.035023,0.102611,1.139496,4.762055,40.728046,1.139508,4.762062,40.728077,9.618452,881.9149,96.16886,1.069204,0.407446,0.001602,2.1e-05,26.001589,40.196365,241.78632,166.78879,24.060453,324.91907,343.7842,8.9e-05,4e-06,0.12264,0.093767,2.678777,1.382443,5e-06,0.80087,0.999999,0.800479,0.00105,0.240108,0.193687,NaN,0.331696,1.080286,0.316474,1.124519,NaN,25.820316,19.667667,1.563418,532.22736,17.871073,141.23917,16.561405,1377.2443,275.46954,68.12508,1.552704,4133733,20.042236,18.489532,16.54142,16.944582,19.04674,16.220562,16.159285,0.738047,0.814965,0.982761,0.989377,0.997725,0.99914,0.891857,6.505095,3.820535,5.245903,8790217,3813,43.44063,8.322488,10.702527,-149.05632,11.886055,210.74652,2082.209,548.34,4.2203,0.761115,0.001466,1.9e-05,119.62648,1.698152,1.304116,1.527382,8.06385e+14,82.5517,3.618397,3.700656,5.106905,1.81319,0.65546,0.093863,11.339971,2015.5,207430,2.330248,0,0,0,0,0,0,0,0,285.63968,394.18857,250.01271,106.46373,0.963043,1.487381,1753.016,-0.403162,-2.102158,2.826178,71.87983,57.349964,-0.382135,0,0,0,0,2048,0,1,4226,127,129,31,0,13,127,14,0,2048,4,3,186,184,24,24,4,9010,0,0,0245p282,G2,PSF,0240p287,1.6078295750280358
J015158.49+280838.4      ,M    ,27.99370833,28.144,12.745,0.022,9906631679020543,28.1439846065619,27.993487619714124,15.553378728346038,36.08009716179264,-32.8513027046067,138.83625496433524,58432.13429102073,56882.41030512259,299037995632964992,486950,5.423407,3.892089,1.197634,924.3969,343.05844,6.949317e+06,0,0,0,0,3.1911073e+15,70.50975,257.3912,1006.9569,656.1127,132.30637,-165.94269,1476.092,17.879377,16.473516,14.992473,15.457554,17.196049,NaN,14.577216,0.065223,44.08348,171.391,1040.8713,44.11554,171.51407,1041.5709,58.129704,216.51915,33.699276,0.240395,0.134092,0.001527,2e-05,2.648591,226.00096,995.8879,651.6739,132.11496,-165.852,1372.5219,0.090902,0.064505,0.797437,0.783407,1.137462,3.918377,0.125905,1,1,1,0.134953,0.017443,0.622358,NaN,0.249744,2.637859,0.163891,4.813397,NaN,68.09404,17.677639,1.762554,729.57355,16.189188,20.477373,14.768562,1348.7699,349.61505,15.08444,1.474279,4133760,18.089005,16.614725,15.004474,15.464924,17.19762,NaN,14.656201,0.824421,0.878045,0.989007,0.993235,0.998553,0.999453,0.929835,5.423314,3.892025,5.665981,8703151,3583,179.13908,7.157557,43.30624,-32.587055,39.101093,4.47256,2062.7024,609.1081,4.467706,0.794291,0.001436,1.9e-05,19.286251,1.552066,1.315664,1.592024,3.2268508e+15,33.123062,27.627,15.803662,42.846264,5.080421,0.795392,0.166118,4.766282,2015.5,207440,1.958524,0,0,0,0,0,0,0,0,855.35474,1311.96,488.2843,238.634,5.16286,-0.737732,2233.7097,-0.46045,-1.732697,NaN,88.44026,33.674557,-0.348272,0,0,0,0,0,2,1,4290,119,119,31,0,11,119,13,0,2064,3,3,199,194,23,23,3,9010,0,0,0279p282,G2,PSF,0274p287,0.7028007639801528
J015421.12+280414.9      ,M    ,28.588,28.07080556,15.771,0.057,9906631595721548,28.07069412831905,28.58807261624339,15.294534092742385,36.55934556823695,-32.77384668435481,139.45957131175166,58369.299195780746,56882.41030512259,298990338675917952,485679,4.291636,3.379283,4.178262,2930.0295,2771.303,1.667562e+06,1.6675504e+06,1.6675604e+06,1.6675611e+06,0,2.5312381e+14,5.802245,22.490578,112.891815,76.565765,25.806383,-123.80716,169.68042,20.59101,19.119999,17.368343,17.789913,18.970682,NaN,16.92592,0.067075,3.482729,14.403536,115.26465,3.482729,14.403536,115.26465,4.757338,1434.9153,256.9563,1.71797,0.550353,0.001362,1.8e-05,61.946613,19.674938,111.615814,76.03312,25.76799,-123.73758,157.44919,0,0,0.009485,0.00816,0.268022,2.180062,0,0.999258,0.99911,0.99875,0.027511,0.015046,0.004753,NaN,0.579754,0.909024,0.716311,0.353845,NaN,15.849203,20.576624,1.584258,286.14822,18.713335,38.210705,17.381626,1727.6472,424.67468,79.48109,1.541372,4186946,20.80659,19.265217,17.380686,17.797493,18.9723,NaN,17.007149,0.819913,0.874808,0.988697,0.993043,0.998512,0.999438,0.927916,4.291559,3.379223,4.178172,8701764,844,10.935493,2.878777,3.763827,-51.05961,1.590253,-8.404886,2816.0288,766.58813,4.278683,0.787607,0.001423,2e-05,140.94818,1.371437,1.222133,1.357046,1.40658375e+14,33.454876,2.463624,2.919851,1.90705,1.008333,0.866801,0.077962,19.138378,2015.5,207441,2.258068,0,0,0,0,0,0,0,0,180.20927,315.38644,146.29637,56.40574,0.951002,-0.529593,1239.2223,-0.416807,-1.174807,NaN,279.48102,103.68873,-0.373537,0,0,0,0,0,0,1,128,97,97,31,0,8,97,8,0,0,4,4,193,190,21,21,4,9010,0,0,0286p280,G2,PSF,0291p287,0.46274385985103406
